Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Guam,GUM,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,59.507,59.556,59.612,59.665,59.722,59.782,59.844,59.906,59.965,60.026,60.074,58.087,54.398,53.502,52.599,54.802,55.193,48.288,50.81,53.319,56.437,56.107,56.157,56.197,56.242,56.261,56.265,56.29,56.273,56.351,54.859
Guam,GUM,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Population, total",SP.POP.TOTL,138610,141073,143393,145654,147868,150054,152169,154215,156237,158289,160065,161329,162315,163137,163810,164365,164839,165267,165693,166173,166522,166543,166331,165966,165486,164905,164233,163490,162679,161808,162158
Guam,GUM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,20909.9590302806,21877.3178371553,23618.8266894573,25631.9776108052,25709.9351488422,26605.4324214756,28112.2316573422,29054.0581201519,29719.7967836082,29926.2052442913,31653.7506538168,32530.7593121483,33900.1486530583,35165.7014644795,35930.6594898711,36779.0078903909,37195.9503070464,39274.9431424899,36482.9363953675
Guatemala,GTM,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,39.501,39.623,39.86,40.027,40.2,40.452,40.537,40.764,41.06,41.258,41.422,41.474,41.695,41.832,42.045,41.948,41.859,41.779,41.708,41.648,41.598,40.096,44.986,39.687,39.978,38.437,39.525,38.655,38.408,37.107,36.358
Guatemala,GTM,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,..,..,..,..,..,..,..,..,20.18352,23.18647,26.4144,26.99068,..,..,..,..,..,35.85935,37.34713,40.37961,40.73043,41.24971,41.45855,41.9082,42.89968,42.78212,42.6191,42.97926,..,..
Guatemala,GTM,"Population, total",SP.POP.TOTL,9024773,9272584,9522266,9779761,10043718,10312996,10583526,10857754,11139145,11422965,11697592,11969422,12246915,12525842,12807402,13087629,13367459,13652040,13935174,14215611,14500112,14792126,15089647,15387337,15681725,15971743,16268760,16567357,16845685,17103803,17357325
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,847.688561830359,1014.40279682682,1096.45976992698,1165.67442716224,1292.67202750483,1421.06177809796,1481.05986750672,1638.46281851789,1741.20114182856,1603.64776144934,1648.96578971559,1537.68663578252,1669.33517469705,1722.54701910774,1840.91184884,2046.46611650758,2225.1234753878,2458.81573919384,2763.05988172926,2611.64632773352,2805.25960237322,3168.98370607705,3286.61959336267,3444.15971264862,3689.14471813777,3893.50522093509,4060.13754974186,4324.99608157801,4352.94651790253,4511.99755157656,4477.61761796418
Guinea,GIN,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,63.243,63.221,63.192,63.163,63.132,63.104,63.081,63,62.921,62.886,62.839,62.756,62.713,61.566,60.41,59.248,58.078,56.894,55.7,54.499,53.291,52.078,50.86,49.639,48.414,47.185,45.954,44.725,43.497,42.271,41.854
Guinea,GIN,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,3.41592,..,..,..,..,..,..,..,..,6.4184,..,9.20993,10.71844,12.18801,13.11167,15.83136,18.1986,..,..,..,..,23.11503,..,..,25.56081,..,..,..,..,..,..
Guinea,GIN,"Population, total",SP.POP.TOTL,6434374,6697166,6914366,7128177,7345107,7553249,7770035,7931370,8081990,8265123,8428832,8539960,8674066,8870781,9062726,9245844,9441171,9662281,9898870,10143534,10396086,10656810,10921581,11191873,11472924,11767070,12073030,12385659,12704774,13034346,13371183
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,604.304422702532,656.42373119518,692.647802662806,670.741778229959,671.576385058752,713.031460558683,726.025442583799,695.58174225826,647.379920832778,610.614842942762,518.157066924026,483.085120214741,495.916073559269,566.48540588068,584.897740538081,463.17768685098,446.980554135013,650.148575304743,703.532825784369,662.185914665575,659.235326211315,636.694958747648,699.353377212197,748.455020824734,765.146999389279,747.356966759448,711.996509782316,833.598621691121,933.273615633705,1031.34146480732,1053.66097696415
Guinea-Bissau,GNB,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,55.659,55.687,55.705,55.711,55.712,55.719,55.734,55.753,55.778,55.806,55.831,55.856,55.879,55.9,55.922,55.941,55.954,55.968,55.987,56.01,56.036,56.062,56.089,56.12,56.156,56.2,56.254,56.32,56.399,56.485,55.943
Guinea-Bissau,GNB,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,..,..,..,..,..,..,..,..,..,6.12355,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,"Population, total",SP.POP.TOTL,973669,994639,1024356,1058745,1092031,1119949,1143535,1165545,1187473,1210206,1234741,1261273,1289307,1318806,1349563,1381585,1415303,1450986,1488054,1526377,1566347,1608076,1651417,1695973,1741122,1786457,1831893,1877072,1922168,1967696,2013255
Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,651.337640650994,672.07387884966,574.32110641811,581.612681813953,560.883422537973,589.487023081945,614.729892454585,598.953470198484,497.724279563733,478.733190989909,316.945495037639,327.138431972397,362.034574570354,419.78486611807,431.376557669634,463.073962650452,448.513075469701,519.069789794741,640.210331101753,583.190020139094,600.194298540768,719.539573498937,635.461653303881,654.304534409417,652.022501029449,645.066837207039,679.665386626818,783.123186602022,808.531613218504,807.425524872835,836.26731423732
Guyana,GUY,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,36.474,37.299,38.267,39.269,38.728,38.19,37.649,37.101,36.542,35.975,35.401,34.818,34.228,34.835,35.428,36.015,36.594,37.161,37.716,38.259,38.79,39.309,39.838,40.381,40.924,41.475,42.039,42.614,43.269,40.483,40.028
Guyana,GUY,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,..,..,..,..,..,..,..,..,71.48716,..,..,..,..,..,..,..,..,..,76.32264,..,88.59825,84.39333,..,..,..,..,..,..,..,..
Guyana,GUY,"Population, total",SP.POP.TOTL,749894,747861,749911,752965,755822,758388,760526,762245,763586,764483,764832,764477,763652,763101,762418,760914,758966,756861,754606,752094,749256,746153,746288,750021,754229,758781,763548,768479,791556,807665,807481
Guyana,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,528.851095342994,466.039938988882,498.156636569954,603.084316652805,715.611525201717,819.668541584905,927.523847211669,982.804753805587,939.685488169724,908.790631391797,931.796651718955,931.574723847673,950.866932470993,973.742598054188,1033.31030902188,1084.06541388904,3135.60553528326,3608.28685240188,4008.9628671603,4209.13230624565,4581.76179693492,4947.22170589917,5444.39751913913,5556.91231156932,5472.68820452237,5640.41560569466,5870.87823759835,6178.6650437298,6048.38697180418,6405.82443444562,6775.70939096303
Haiti,HTI,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,56.681,56.745,56.814,56.891,56.974,57.063,57.005,56.954,56.908,56.868,56.835,57.148,57.462,57.775,58.087,58.4,58.842,59.284,59.724,60.162,60.596,61.097,61.078,61.46,61.7,61.787,61.916,62.114,62.224,61.979,61.392
Haiti,HTI,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,"Population, total",SP.POP.TOTL,6854441,6995450,7136571,7278181,7419771,7562546,7707557,7854298,8002143,8151296,8303151,8455918,8607641,8759912,8910263,9061273,9216562,9373296,9530774,9689581,9803294,9914904,10069771,10222362,10373235,10523242,10671457,10817754,10962362,11105163,11243848
Haiti,HTI,GDP per capita (current US$),NY.GDP.PCAP.CD,451.720249689216,496.545987433864,316.276513134354,258.066372258817,292.134224374091,372.006104665125,377.229465025972,425.111085879256,465.363306259051,509.578585275375,820.600046761464,748.821159844528,720.969568042522,578.995291079709,683.185298155273,775.845704056916,828.805700289589,984.566983448521,1094.66058421644,1196.8528706018,1209.72733503094,1312.03953552013,1361.39396587374,1457.83221179626,1460.18898613914,1411.12684746796,1318.40268167953,1395.23945184461,1496.38048970156,1352.17204191532,1290.32538667383
Honduras,HND,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,44.385,43.838,44.218,44.644,44.47,44.878,44.877,45.146,45.337,45.107,43.406,42.99,42.581,42.178,41.782,41.394,38.459,37.827,39.44,40.918,42.657,39.675,38.294,43.408,46.004,46.551,45.913,45.759,50.369,47.112,47.552
Honduras,HND,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.84987,44.46699,44.33387,45.81378,46.71862,..,..,..
Honduras,HND,"Population, total",SP.POP.TOTL,4980488,5123792,5271431,5423249,5579242,5739637,5903954,6071454,6234431,6400463,6577773,6757993,6938859,7119213,7298994,7478355,7656832,7834798,8012587,8189899,8365878,8540583,8715076,8889278,9063122,9237305,9412380,9588137,9765210,9943633,10119640
Honduras,HND,GDP per capita (current US$),NY.GDP.PCAP.CD,988.459273781288,907.271114551007,937.828918006075,908.446013257125,832.062972379136,931.669547257738,883.311249797422,944.930102441707,1021.15818843434,1002.19633011186,1092.56400746252,1132.1648753329,1132.49965345317,1156.08162681357,1215.13995412761,1304.70039153826,1425.84780051892,1577.73789197407,1732.49062702803,1781.15703614674,1893.32722662035,2073.66121088074,2126.03474686503,2081.12843527945,2179.88171977271,2271.20265980349,2307.34468351082,2413.0076562942,2464.64241531918,2502.32744328073,2307.61494319511
"Hong Kong SAR, China",HKG,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,47.059,47.948,46.759,46.364,46.9,47.384,47.635,47.858,48.418,48.711,48.986,50.308,51.449,51.022,51.273,51.65,52.017,52.503,52.446,52.56,51.257,52.325,52.893,53.869,53.936,54.212,54.28,54.645,54.747,54.51,53.728
"Hong Kong SAR, China",HKG,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,..,..,..,..,..,79.30415,..,..,..,..,73.66516,73.46436,74.03908,74.76297,75.75441,76.1082,77.20908,78.4339,79.40112,80.16382,78.6769,90.60983,89.29547,89.51098,89.9948,92.30363,94.22031,96.54371,..,..
"Hong Kong SAR, China",HKG,"Population, total",SP.POP.TOTL,5704500,5752000,5800500,5901000,6035400,6156100,6435500,6489300,6543700,6606500,6665000,6714300,6744100,6730800,6783500,6813200,6857100,6916300,6957800,6972800,7024200,7071600,7150100,7178900,7229500,7291300,7336600,7393200,7452600,7507900,7481000
"Hong Kong SAR, China",HKG,GDP per capita (current US$),NY.GDP.PCAP.CD,13485.6314525052,15465.9245305858,17976.4688629053,20395.5621886121,22502.5302426236,23497.3920767477,24818.3021600084,27330.0933613355,25808.8609899709,25091.6665997966,25756.7728723704,25230.3780910304,24665.8362318216,23977.1734120477,24928.1003722551,26649.637724155,28224.0951563146,30593.9511738646,31515.5292103443,30697.5383861641,32550.136489179,35142.4879344543,36730.796195815,38403.7777145477,40315.3739510191,42432.1619740441,43734.1980702999,46160.429791493,48537.5668888343,48359.0011950597,46109.2299946609
Hungary,HUN,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,46.227,45.725,45.535,45.446,45.417,45.359,45.291,45.278,45.293,45.394,45.66,45.983,46.272,46.467,46.685,46.819,46.903,46.76,46.601,45.859,46.646,46.842,47.46,47.74,48.885,49.898,50.83,51.053,51.583,51.412,51.377
Hungary,HUN,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,..,..,..,..,..,..,82.57994,82.26287,83.99834,85.38495,87.6171,88.97603,90.45344,89.0023,89.84116,89.98021,90.02103,89.37668,89.03695,89.04917,88.22474,88.82004,89.6237,89.88706,89.33125,89.18509,89.51638,..,..,..
Hungary,HUN,"Population, total",SP.POP.TOTL,10373988,10373400,10369341,10357523,10343355,10328965,10311238,10290486,10266570,10237530,10210971,10187576,10158608,10129552,10107146,10087065,10071370,10055780,10038188,10022650,10000023,9971727,9920362,9872734,9833038,9797755,9759755,9726756,9706964,9694824,9670419
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,3323.53967237633,3361.22268037924,3747.32966394956,3886.66608419616,4187.0311799663,4509.41740910077,4542.0120380978,4606.0569733295,4751.7732430202,4801.95949584162,4629.91760812548,5280.94887987063,6658.04494326809,8410.09248198479,10291.2694721409,11212.2046968994,11478.4891640501,13934.605460375,15762.6322515113,13051.1831777184,13189.8433874768,14211.460557822,12950.1594488143,13739.4620151401,14352.501883174,12782.9412577973,13215.8605277789,14736.1668157258,16605.0570511887,17012.8598553199,16386.9308821258
Iceland,ISL,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,66.495,66.168,67.023,67.343,67.832,70.081,68.665,67.592,69.349,71.173,73.42,72.505,71.679,72,70.394,70.855,71.672,71.275,70.599,70.127,70.398,69.972,70.541,70.998,71.817,72.718,72.936,72.526,71.531,71.381,69.293
Iceland,ISL,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,..,..,..,..,..,..,..,86.69995,86.01917,84.70038,83.97959,86.79452,89.33811,90.99608,91.62347,91.31714,91.00058,89.85709,87.98982,88.56614,87.2124,87.57962,88.89241,89.8803,90.59733,91.28505,92.39913,..,..,..
Iceland,ISL,"Population, total",SP.POP.TOTL,254826,257797,261057,263725,266021,267468,268916,271128,274047,277381,281205,284968,287523,289521,292074,296734,303782,311566,317414,318499,318041,319014,320716,323764,327386,330815,335439,343400,352721,360563,366463
Iceland,ISL,GDP per capita (current US$),NY.GDP.PCAP.CD,25384.9150226302,26802.9895156678,27124.2745379594,23579.7953612417,24018.6313967189,26633.5913761549,27614.8770273122,27919.1854966562,31030.2483442475,32381.6252356488,32096.3722613695,28897.4439396908,32409.2161491753,39476.6978486684,47334.9306537723,56794.8501588953,57492.9342498703,69495.7267376825,56943.3704468563,41301.273219718,43237.0729488958,47714.5922308485,45995.5478789467,49804.9829978371,54576.7448146565,52951.6815110898,61987.9263620283,72010.1490316258,74452.1890731447,68452.23622306,59023.5663465778
India,IND,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,30.225,30.336,30.459,30.587,30.735,31.331,31.934,32.542,33.157,33.775,34.397,34.483,34.57,34.66,34.753,34.852,33.499,32.179,30.892,29.641,28.425,27.583,26.764,26.675,26.619,26.597,26.59,26.592,26.581,26.549,25.998
India,IND,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62.40373,..,..,..,..,..,..,..
India,IND,"Population, total",SP.POP.TOTL,864972221,883927600,902957070,922118387,941163767,960301044,979678458,999133762,1018665080,1038225823,1057922733,1077898575,1097600380,1116803006,1135991513,1154676322,1172878890,1190676021,1207930964,1225524753,1243481564,1261224954,1278674502,1295829511,1312277191,1328024498,1343944296,1359657400,1374659064,1389030312,1402617695
India,IND,GDP per capita (current US$),NY.GDP.PCAP.CD,371.085936203765,305.574055928592,319.182472626315,302.884806246174,347.73421473994,375.17600537305,401.046754673579,416.228116203753,413.630864056851,441.927991436397,442.750218937263,450.357900514128,469.149928973927,544.143133545002,624.258826510066,710.488080408949,801.668353659022,1021.88707706826,992.519584923828,1094.94974598436,1347.51939071367,1445.46127486037,1429.32199520032,1432.84397512195,1553.88396075118,1583.99815907985,1707.50892912243,1950.10468280866,1966.25455171679,2041.42863698585,1907.04251637669
Indonesia,IDN,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,50.489,49.541,50.379,49.426,50.671,50.673,50.674,49.829,51.093,51.172,51.67,49.986,48.048,47.845,47.236,46.082,46.008,49.839,50.386,50.3,50.973,50.989,51.49,50.714,50.64,50.772,50.949,51.943,53.131,53.949,53.202
Indonesia,IDN,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,..,..,..,..,38.75642,..,..,..,..,..,49.27326,50.48961,53.1074,54.67966,53.12387,57.81846,65.05054,63.80221,64.28802,66.52676,73.10344,75.29503,74.33205,74.88044,76.28108,..,..,79.88474,..,..
Indonesia,IDN,"Population, total",SP.POP.TOTL,183501098,186778238,190043744,193305168,196591828,199888057,203204348,206536095,209826788,213004668,216077790,219097902,222088495,225048008,227926649,230871650,233951652,237062337,240157903,243220028,246305322,249470032,252698525,255852467,258877399,261799249,264627418,267346658,269951846,272489381,274814866
Indonesia,IDN,GDP per capita (current US$),NY.GDP.PCAP.CD,578.420121135382,624.387495384411,673.67103954742,817.395116417856,899.793982949817,1011.22614205568,1118.92133024129,1044.60674832472,454.877800792123,657.268934667018,763.711124950924,732.307093405708,881.002913569131,1043.2105838671,1126.84004447173,1238.21447629488,1558.31562847163,1823.21976255073,2124.55483920618,2218.48541852977,3065.68348377765,3579.46442466152,3632.27254030331,3566.60284506078,3441.06808464008,3288.22269725538,3521.46943457574,3798.88326174526,3860.95353090726,4106.94856160358,3853.70288774146
"Iran, Islamic Rep.",IRN,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,9.667,9.769,9.907,10.048,10.208,10.395,10.591,11.304,12.058,12.853,13.691,14.578,15.5,16.486,17.555,18.684,18.042,17.006,14.763,15.692,15.14,13.595,14.89,13.344,12.994,14.362,16.174,17.358,17.341,16.812,13.722
"Iran, Islamic Rep.",IRN,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75.81558,74.15788,76.3366,77.89786,74.20273,75.86485,..,78.52265,80.37532,..,..,..
"Iran, Islamic Rep.",IRN,"Population, total",SP.POP.TOTL,58380092,59986931,61184983,61403543,61520598,62205567,62881300,63639638,64519859,65445391,66418659,67452005,68011317,68769340,70256316,71828455,73392747,74602648,75514204,76457825,77420842,78383598,79370580,80414686,81502045,82619362,83812228,85026754,86117998,87051648,87723443
"Iran, Islamic Rep.",IRN,GDP per capita (current US$),NY.GDP.PCAP.CD,2137.94222739878,2194.43906802841,1957.48507794252,1038.10985680796,1167.7627251321,1550.0095955237,1914.78121290985,1790.06617576107,1709.19334095949,1739.59462001971,1650.01385832603,1881.02266634748,1891.25756092031,2208.99636553529,2672.42266512669,3132.05081925856,3618.9160136791,4687.99166265915,5377.41150725587,5415.52280554144,6291.19443652344,8025.68743364356,8114.08099831877,6222.74194840326,5672.06372896319,4952.73355532178,5477.03712389913,5753.11544659399,4631.78709016514,3831.27894763337,2988.78122414716
Iraq,IRQ,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,8.741,8.766,8.789,8.801,8.811,8.823,8.835,8.85,9.146,9.451,9.765,10.089,10.423,10.77,11.131,11.504,11.891,12.29,12.215,12.133,12.048,11.965,11.883,12.777,13.722,14.178,14.65,11.334,11.35,11.389,10.88
Iraq,IRQ,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,..,..,28.14183,..,..,..,..,..,24.26862,25.71197,..,..,30.99313,33.61978,..,..,40.25403,..,..,..,..,..,..,..,..,..,..,..,..,..
Iraq,IRQ,"Population, total",SP.POP.TOTL,17581206,17767253,18300845,19201195,20139807,20825860,21501321,22176593,22884399,23636527,24424056,25197840,26006559,26802659,27577878,28407448,28616515,28391607,28971036,30058206,31045366,32161424,33654842,35281989,36550059,37560535,38469627,39337353,40265624,41192171,42116605
Iraq,IRQ,GDP per capita (current US$),NY.GDP.PCAP.CD,10261.4157706888,22.9521327615352,30.2539012636825,53.7437842348819,198.182101881974,619.135530927038,485.258492784825,936.341170908421,900.937142559106,1560.36466710272,1980.18916038782,1435.695683789,1266.15961275094,817.887862499622,1328.37157628292,1762.39360423421,2276.55435744086,3128.99010329066,4542.96609046032,3714.71205987194,4461.75196161555,5775.54229080293,6477.59618450955,6650.35282247395,6249.39226978969,4440.14189252367,4334.42096404188,4759.2846435467,5646.68932074742,5671.8568632942,4295.18945121228
Ireland,IRL,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,41.498,42.58,43.048,44.461,45.455,46.487,48.306,48.511,49.908,50.937,52.026,52.489,53.184,53.274,53.371,54.999,55.742,56.969,56.827,56.102,55.247,54.93,54.719,55.227,54.884,54.809,55.533,55.589,55.999,56.207,55.055
Ireland,IRL,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,80.0726,81.63788,..,..,84.93426,84.65288,83.61115,90.30869,92.3316,93.21932,93.56763,94.84328,95.37459,96.12372,96.33118,96.36581,96.96115,96.39946,97.6914,98.01097,..,98.72828,..,..,..,..,..,..,..,..
Ireland,IRL,"Population, total",SP.POP.TOTL,3513974,3534235,3558430,3576261,3590386,3608841,3637510,3674171,3712696,3754786,3805174,3866243,3931947,3996521,4070262,4159914,4273591,4398942,4489544,4535375,4560155,4580084,4599533,4623816,4657740,4701957,4762722,4827445,4898022,4976456,5039747
Ireland,IRL,GDP per capita (current US$),NY.GDP.PCAP.CD,14031.3025675469,14087.2077980306,15714.3847487231,14657.0615549805,15902.9296755168,19158.4564773907,20835.8973666717,22551.1139134126,24294.8547674007,26338.1077543817,26334.5672050501,28282.409882073,32705.4345565698,41203.5295847568,47754.2023194244,50933.0216095589,54329.1618599624,61396.417461176,61353.1065629523,52133.0909237885,48679.4026820361,52692.7813135606,49411.7387476787,52619.2123745817,57278.2590911107,64311.8234684057,64192.9418053178,72198.1076995377,80738.9628834696,81810.1926481407,86622.5067251295
Isle of Man,IMN,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Population, total",SP.POP.TOTL,68916,69808,70353,70772,71168,71513,72047,72909,73861,74790,75659,76476,77275,78049,78792,79516,80294,81147,82029,82939,83873,84382,84335,84141,83892,83593,83466,83609,83805,83957,84064
Isle of Man,IMN,GDP per capita (current US$),NY.GDP.PCAP.CD,11049.8949396235,11768.1058977186,12150.8545456352,10818.5139663414,11708.2857474351,12896.5252829716,13979.8454930411,16160.7112518361,18753.1202301034,21042.1461816648,21161.3963073772,21819.7123825606,24471.0798814847,28861.6178062918,35564.6023910146,38135.8597885858,42627.5089352891,55040.2437046236,72276.7741329461,66156.105656847,70587.3140283741,77808.8579649376,79329.2034347434,83207.6588430451,91885.4528718026,84753.5187422732,82025.9454509241,83481.3038489014,89393.8244248812,87127.5517977404,79513.5330346598
Israel,ISR,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,46.277,46.685,47.962,49.079,50.697,51.665,51.462,51.403,51.32,52.465,53.469,53.73,53.29,54.174,54.666,55.28,55.654,56.162,56.196,57.132,57.466,57.126,59.333,59.183,60.146,60.114,60.412,60.282,60.857,60.618,59.403
Israel,ISR,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,..,..,..,..,..,..,..,..,97.52347,99.758,100,100,99.30306,100,100,100,100,..,..,..,100,100,100,100,100,..,..,..,..,..
Israel,ISR,"Population, total",SP.POP.TOTL,4660000,4949000,5123000,5261000,5399000,5545000,5692000,5836000,5971000,6125000,6289000,6439000,6570000,6689700,6809000,6930100,7053700,7180100,7308800,7485600,7623600,7765800,7910500,8059500,8215700,8380100,8546000,8713300,8882800,9054000,9215100
Israel,ISR,GDP per capita (current US$),NY.GDP.PCAP.CD,13308.311060238,14346.0810278646,15509.9913638817,15178.8399875391,16806.8353081322,19025.6840502517,20224.2789080629,20469.4699017497,20188.8141481667,19823.2138876277,21706.5194056329,20966.3052667971,19076.4584298321,19643.4690380742,20568.0694088834,21286.8388636595,22527.2619795719,25721.2594077311,30269.217773489,28508.4938886475,31439.0887027614,34522.5215979073,33321.4300881602,37034.3161080785,38343.3046626235,36213.1041481958,37671.5389138798,41138.470964272,42362.6652754196,44250.6313628073,44575.5719045492
Italy,ITA,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,34.956,35.484,33.868,33.329,33.099,33.142,33.789,33.984,34.477,35.157,35.396,35.863,36.326,36.803,38.128,37.755,37.888,37.675,38.396,37.951,37.881,38.068,39.368,39.323,39.746,39.391,40.069,40.579,40.735,40.885,39.512
Italy,ITA,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,..,..,..,..,..,..,..,..,85.82697,85.71061,89.51001,91.03483,92.00271,93.42384,93.34489,94.04438,93.73659,95.6391,95.48233,96.65725,94.85795,94.54686,95.89194,96.04722,96.36458,96.148,95.29366,..,..,..
Italy,ITA,"Population, total",SP.POP.TOTL,56719240,56758521,56797087,56831821,56843400,56844303,56860281,56890372,56906744,56916317,56942108,56976981,57089824,57399184,57828179,58166682,58399861,58756247,59211181,59555454,59819407,60026841,60191247,60311613,60320707,60229605,60115223,60002252,60148658,59729081,59438851
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,20873.7834092719,22007.1350964074,23297.0460325456,18781.9529427137,19382.2002150155,20712.1798690324,23122.9337219116,21883.9872666651,22365.1837644545,22049.9990620261,20190.0035636084,20570.4385917862,22451.3964379368,27577.5700319855,31348.1901841445,32062.723833669,33537.1286994269,37826.1754554823,40828.5795580937,37099.6133958219,35856.8625485539,38432.3742820019,34854.3949441965,35701.6746002376,36028.3494022349,30639.8829751432,31391.5692898108,32844.115660604,34904.1081923834,33812.788724868,32091.4866621366
Jamaica,JAM,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,63.881,63.441,63.033,62.628,62.174,61.673,61.131,60.544,59.928,58.984,58.147,57.325,56.932,56.534,56.565,56.394,56.177,55.937,55.689,53.753,52.347,52.646,53.024,53.938,54.469,58.524,57.653,58.604,58.309,59.834,57.579
Jamaica,JAM,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,..,..,..,..,..,..,..,..,81.79052,77.66733,76.70708,77.43024,78.11661,83.26914,83.68249,..,..,..,..,..,79.77297,..,76.82425,76.63848,75.65635,76.38275,76.32316,76.31102,..,..
Jamaica,JAM,"Population, total",SP.POP.TOTL,2379877,2400869,2424701,2449916,2475220,2500151,2524463,2547848,2569736,2589795,2607826,2624403,2640572,2656623,2672225,2687066,2700968,2713800,2725635,2736995,2748568,2760494,2772430,2783687,2793749,2802534,2809915,2815764,2820097,2823271,2830739
